Unnamed: 0,artist_song,song_x,artist_x,genre,lyric,like,year_x,artist_y,song_y,key,camelot,bpm,duration,popularity,energy,danceability,happiness,acousticness,instrumentalness,liveness,speechiness,loudness,year_y,target
80,케이시 어느 햇살 좋은 날,어느 햇살 좋은 날,케이시 (Kassy),"록/메탈, 국내드라마",똑같이 반복되는 하루하루가 지루해 정말 미칠 것만 같죠 언젠가 산들바람 다시 불어올 때면 떠나기로 다짐 했었잖아 오 한낮의 태양 비 갠 하늘 무지개 우린 어디로든 떠날 수 있어 눈부신 오늘의 햇살이 너무 좋아 그래 괜스레 마음은 들떠 이래 내 모든 슬픔이여 안녕 널 떠나갈래 유난히 맑은 날에 그저 괜스레 마음은 들떠 이래 어제의 눈물이여 안녕 나 떠나가고 있어 내일 일은 내일에 맡겨둔 채로 저기 아름다운 풍경으로 가 어차피 많은 날이 너의 숙제로 남겨져 있고 넌 다시 또 힘을내면 돼 한낮의 태양 비 갠 하늘 무지개 우린 어디로든 떠날 수 있어 눈부신 오늘의 햇살이 너무 좋아 그래 괜스레 마음은 들떠 이래 내 모든 슬픔이여 안녕 널 떠나갈래 유난히 맑은 날에 그저 괜스레 마음은 들떠 이래 어제의 눈물이여 안녕 나 떠나갈래 익숙한 나의 불안함 언제까지 여기 그늘에 멈춰 있을순 없어 단 한 번뿐인 인생의 마지막 날까지 난 너와 함께 거칠 것 없어 우 햇살이 너무 좋아 그래 괜스레 마음은 들떠 이래 내 모든 슬픔이여 안녕 널 떠나갈래 유난히 맑은 날에 그저 괜스레 마음은 들떠 이래 어제의 눈물이여 안녕 나 떠나가고 있어,"55,476",2021,Kassy,One Sunny Day,F# Major,2B,168,3:57,47,79,57.0,50,59.0,0.0,13.0,7.0,-4 dB,2021.0,0
81,백예린 산책,산책,백예린 (Yerin Baek),발라드,한적한 밤 산책하다 보면 어김없이 생각나는 얼굴 반짝이는 별을 모아 그리는 그런 사람  좁다란 길 향기를 채우는 가로등 빛 물든 진달래꽃 이 향기를 그와 함께 맡으면 참 좋겠네  보고 싶어라 그리운 그 얼굴 물로 그린 그림처럼 사라지네 보고 싶어라 오늘도 그 사람을 떠올리려 산책을 하네   대기는 차갑게 감싸고 생생하게 생각나는 그때 안타까운 빛나던 시절 뒤로하고 가던  보고 싶어라 그리운 그 얼굴 물로 그린 그림처럼 사라지네 보고 싶어라 오늘도 그 사람을 떠올리려 산책을 하네   따뜻한 손 그리고 그 감촉 내가 쏙 들어앉아 있던 그 눈동자 그 마음 아무것도 바라지 않고 사랑을 주던 그가 보고 싶어지네  그리운 그 얼굴 물로 그린 그림처럼 사라지네 보고 싶어라 오늘도 그 사람을 떠올리려 산책을 하네 오늘도 산책을 하네 오늘도 산책을 하네,"194,021",2021,Yerin Baek,A Walk,B Major,1B,92,3:26,53,13,68.0,43,97.0,0.0,11.0,4.0,-15 dB,2021.0,0
82,전우성 (노을) 널 좋아하는 거 그만둘까 봐,널 좋아하는 거 그만둘까 봐,전우성 (노을),발라드,널 좋아하는 거 나 이제 그만 둘까봐 날 좋아해 달란 얘기도 일찍 집에 가란 얘기도 더는 하지 않을게 몇 날 며칠 연락이 되지 않아도 괜한 걱정 하는 것도 아직도 눈만 뜨면 네 생각이 난다는 얘기도 널 좋아하는 거 나 이제 그만 둘까봐 내가 아닌 그 사람과 행복하라고 웃으며 축하도 해줄까 봐 널 기다리는 거 나 이제 그만할까봐 너 올까 봐 기다리는 하루도 오늘을 마지막으로 널 좋아하는 거 그만할까봐 널 좋아하는 건 나 이제 힘에 겹나봐 우리 처음 만난 그날도 날 보며 웃어주던 미소도 기억하지 않을게 하루의 시작 하루의 끝에 네 목소리 잠자는 시간 빼고는 아른거리네 네 얼굴이 어딜 가나 네가 있고 내 귓가에 들린단 얘기도 널 좋아하는 거 나 이제 그만 둘까봐 내가 아닌 그 사람과 행복하라고 웃으며 축하도 해줄까 봐 널 기다리는 거 나 이제 그만할까봐 너 올까 봐 기다리는 하루도 오늘을 마지막으로 널 좋아하는거 그만할까봐 더 이상은 묻지 않을거란 그 얘기도 널 좋아하는 거 나 이제 그만 둘까봐,"2,891",2021,JEON WOO SUNG,널 좋아하는 거 그만둘까 봐,D Major,10B,114,4:38,10,33,61.0,20,65.0,0.0,20.0,3.0,-10 dB,2021.0,0
83,미도와 파라솔 넌 내게 반했어,넌 내게 반했어 (Drama Ver.),미도와 파라솔,"록/메탈, 국내드라마",넌 내게 반했어 화려한 조명 속에 빛나고 있는 넌 내게 반했어 웃지 말고 대답해봐 넌 내게 반했어 뜨거운 토요일 밤의 열기 속에 넌 내게 반했어 솔직하게 말을 해봐 도도한 눈빛으로 제압하려 해도 난 그런 속임수에 속지 않어 예예 워우 워우 워 워 넌 내게 반했어 애매한 그 눈빛은 뭘 말하는거니 넌 내게 반했어 춤을 춰줘 come on come on 내 눈과 너의 눈이 마주쳤던 순간 튀었던 정열의 불꽃들 oh stand by me stand by me stand by me 원한다면 밤하늘의 별도 따줄텐데 oh stand by me stand by me stand by me 내 볼에다 입맞춰줘 오우예 oh stand by me stand by me stand by me 원한다면 밤하늘의 별도 따줄텐데 oh stand by me stand by me stand by me 내 볼에다 입맞춰줘 오우 예 워우 워우 워 워 넌 내게 반했어 난 네게 반했어,"22,678",2021,Mido and Falasol,You Have a Crush On Me - Drama Version,D Major,10B,152,3:46,41,77,59.0,23,0.0,0.0,7.0,4.0,-4 dB,2021.0,0
84,Mingginyu (밍기뉴) 나랑 도망가자,나랑 도망가자,Mingginyu (밍기뉴),"발라드, 인디음악",나랑 도망가자 이 세상을 뒤로하고 어둠을 뚫고 사랑하는 거야 혹시나 과거에 얽매인대도 너의 상처들을 감당할 거야 나랑 멀리 가자 현실을 뒤로 한 채 불안을 뚫고 살아가는 거야 혹시나 우리가 이별한대도 너의 죽음은 날 울리고 말 거야 나랑 떠나가자 속세를 벗어던지고 모든 게 뜻대로 흐르질 않으니 혹시나 나만이 살아남아도 세상은 널 잃어 슬퍼할 거야 세상은 널 잃어 슬퍼할 거야 세상은 널 잃어 슬퍼할 거야 세상은 널 잃어 마땅할 거야,"20,364",2021,Mingginyu,Run away with me,B♭ Major,6B,130,1:52,46,14,38.0,47,95.0,0.0,17.0,3.0,-12 dB,2021.0,0
85,백현 (BAEKHYUN) 나인가요,나인가요,백현 (BAEKHYUN),"발라드, 국내드라마",바람이 불어오는 대로 발길이 날 이끄는 대로 잠시도 쉼 없이 난 걸을 수 있으니 그대 어디든 있어만 주오 온종일 햇살 내리쬐던 어떤 하루도 그대 없이 난 눈부신 적 없었기에 나는 아무래도 그대 없인 안되는가 봐 어떤 하루를 살아도 쉼 없이 그리우니까 나인가요 그대 맘에 사는 한 사람 하염없이 그리워만 지는 한 사람 아니라고 해도 미워한다 해도 운명처럼 그대 곁에 있을게요 온종일 햇살 내리쬐던 어떤 하루도 그대 없이 난 눈부신 적 없었기에 나는 아무래도 그대 없인 안되는가 봐 어떤 하루를 살아도 쉼 없이 그리우니까 나인가요 그대 맘에 사는 한 사람 하염없이 그리워만 지는 한 사람 아니라고 해도 미워한다 해도 운명처럼 그대 곁에 있을게요 여전히 벅차고 느린 나지만 하루라도 눈물 없이는 못 사는 나지만 그대만 있어 준다면 그대 곁에 살 수 있다면 나의 남은 삶 다 주어도 아깝지 않아 나인가요 그대 맘에 사는 한 사람 하염없이 그리워만 지는 한 사람 아니라고 해도 미워한다 해도 운명처럼 그대 곁에 있을게요,"181,480",2021,BAEKHYUN,Is it me?,E♭ Minor,2A,67,4:08,47,56,36.0,26,72.0,0.0,33.0,4.0,-6 dB,2021.0,0
86,비투비 Outsider,Outsider,비투비,댄스,"깊은 다크서클 Daily trouble 지긋지긋한 Day-by-day 짜여진 각본 같은 하루 억지로 버티는 Game I know 머리로는 알겠는데 숨이 턱 막히는 Vibe Just give me a chance tonight  내 인생 한번 다시 돌아보면 (Take a look) 인간일 수 없어 There’s no way that I’m a human (No chance) 어쩌면 Robot (Could be) 아니면 Maybe I’m (What?) Truman in real life 아침마다 하는 말 (Good morning) I just want something new (새로운 거) 내 마음대로 Move (마음대로) I don’t wanna be the same as everybody else No I just wanna be (Watcha wanna be)  I wanna be an Outsider 남들과 똑같고 싶지 않아 An Outsider 아무도 모르는 세상 속에 나 홀로 빠져 Just feel the silence Just let me be set me free I just wanna be an Outsider  Outsider  아, 잠시 실례 좀 할게요 동서남북 온 사방이 적 천지 Oh please somebody help me ma hommies 방심하다간 잡아먹히는 현실 동해보다 더 짠 내 나는 Story 살려고 두리번두리번 굴리는 흐리멍덩한 동공 크게 키워 느림보 Goal in 목표를 향해 뛰어 두 눈에 불을 켜라 부릅떠 맹수처럼 Grrrr uh Yes I’m a dreamer I don’t give a huh  시도 때도 없이 Stuck in a slump 비틀비틀거리는 매일 하루 버텨 하루 사는 것뿐 가슴이 휑하게 패인 I know 너 나 할 것 없는 문제 눈이 퀭해지는 Vibe Just give me a chance tonight  I wanna be an Outsider 남들과 똑같고 싶지 않아 An Outsider 아무도 모르는 세상 속에 나 홀로 빠져 Just feel the silence Just let me be set me free I just wanna be an Outsider  Outsider  내일이 다시 찾아와도 내 길을 걸어가 남들과는 다른 Vibe right  I’m gonna be an Outsider 바라봐 또 다른 나의 모습 An Outsider 아무도 모르는 세상 속에 나 홀로 빠져 Just feel the silence Just let me be set me free Now you’re looking at the Outsider  Outsider","167,714",2021,BTOB,Outsider,G Major,9B,95,3:32,40,83,74.0,78,11.0,0.0,6.0,27.0,-3 dB,2021.0,0
87,윤미래 It's My Life,It's My Life,윤미래,"R&B/Soul, 국내드라마",This ain't a song for the brokenhearted No silent prayer for the faithdeparted I ain't gonna be just a face in the crowd You're gonna hear my voice When I shout it out loud It's my life It's now or never I ain't gonna live forever I just want to live while I'm alive It's my life My heart is like an open highway Like Frankie said I did it my way I just wanna live while I'm alive It's my life This is for the ones who stood their ground For Tommy and Gina who never backed down Tomorrow's getting harder make no mistake Luck ain't even lucky Got to make your own breaks It's my life And it's now or never I ain't gonna live forever I just want to live while I'm alive It's my life My heart is like an open highway Like Frankie said I did it my way I just want to live while I'm alive 'Cause it's my life Better stand tall when they're calling you out Don't bend don't break baby don't back down It's my life And it's now or never 'Cause I ain't gonna live forever I just want to live while I'm alive It's my life My heart is like an open highway Like Frankie said I did it my way I just want to live while I'm alive It's my life,"41,435",2021,YOON MIRAE,It′s My Life,G Major,9B,103,4:16,44,68,65.0,40,8.0,0.0,22.0,2.0,-4 dB,2021.0,0
88,이무진 담아 갈게,담아 갈게,이무진,발라드,널 처음 본 길가의 기억 짙은 청바지 하얀색 티셔츠 함께 했던 추억들이 아름다워서 그 길 위에 젖는다 때로는 함께 웃기도 하고 때론 울기도 했지만 비 내린 하늘 무지개처럼 다채로운 행복을 내게 주는 너 기억하니 우리가 했던 이별 시간이 멈춘 듯이 아무것도 할 수 없었던 나를 다시 걸어와 내 손잡아 준 너 매일 아침 눈을 뜰 때면 갓 내린 커피 향이 날 깨워 너와 함께 맞이하는 하루하루는 설레기만 해 매일 널 위해서 머리를 다듬고 예쁜 안경도 써 보고 어울린다고 말해주기를 어린아이처럼 조르고 싶어져 기억하니 우리가 했던 이별 시간이 멈춘 듯이 아무것도 할 수 없었던 나를 다시 걸어와 내 이름 불러준 너 담아 갈게 우리가 나눈 사랑 채워질 수 있길 언젠가 두 눈을 감는 날 서롤 지켜줄 수 있기를 오늘도 바래본다 늘 곁에 있기를,"70,941",2021,Lee Mujin,Scent of the day,E Major,12B,136,4:38,31,11,34.0,22,87.0,0.0,9.0,3.0,-12 dB,2021.0,0
89,카더가든 가까운 듯 먼 그대여,가까운 듯 먼 그대여,카더가든,발라드,저 달빛에 그려지는 그대의 미소를 간직해 그을진 저 노을 속에 그대 얼굴이 떠올라 또 찬바람이 불어와 그대의 맘을 뒤흔들면 포근한 저 바람 되어 안아줄게 그댈 그대는 밤하늘에 놓인 작은 별 같아요 매일 밤마다 나를 찾아와 나의 맘을 흔들어 놓는 가까운 듯 먼 그대여 그댈 또 그려보네 밤하늘 별들이 되어 밤하늘에 놓인 별들 그대의 모습과 같아서 홀로 그댈 생각하며 오늘도 늦은 잠 이뤄요 그대는 밤하늘에 놓인 작은 별 같아요 매일 밤마다 나를 찾아와 나의 맘을 흔들어 놓는 가까운 듯 먼 그대여 그댈 또 그려보네 밤하늘 별들이 되어 매일 꿈속에서도 준비한 말들을 이젠 해야 할 것 같은데 말처럼 되질 않아 오늘도 그대는 밤하늘에 놓인 작은 별 같아요 매일 밤마다 나를 찾아와 나의 맘을 흔들어 놓네,"77,293",2021,"Car, the garden",Closely Far Away,E Major,12B,93,3:15,60,39,60.0,17,37.0,0.0,13.0,2.0,-7 dB,2021.0,0
90,CL SPICY,SPICY,CL,댄스,Excuse me do you have that sauce that is spicy Made in Korea Energy Power Chemistry Energy Power Chemistry 나는 널 잘 몰라 바로 누슈 excuse me excuse you Top notch 성적은 우수 Queen of this 쉿 한 수 넘어 두 수 투수 던져 내 꿈 Seoul city home run 날카로운 make up 무드는 온전 태도는 차갑게 마음은 핫 온천 CL this the alpha 본전 논적 없이 달려왔지 근데 이제 시작 끝이라고 생각했다면 빙산의 일각 Still 확실한 taste 잃지 않는 미각 날 평가하기 전에 미리 바꿔놔 니 시간 시간 it's about the time we getting cherry Made in Korea 전세계로 hard carry 당도 very motto 재미 내게 중요한건 energy power chemistry She got the sauce And it's spicy You looking at the most fly Asians You got the sauce And it's spicy You rocking with the most fly Asians She got the sauce And it's spicy You looking at the most fly Asians You got the sauce and it's spicy You rocking with the most fly Asians Where we from Them Korean's Getting up higher Making everything spice Now put the fliers We can never be stopped you getting tired 우린 올라가지만 you gone retire 매운 맛으로 골라 Chicken soup rice noodle Style korean 어디서 왔는지 물어 Spice too hot We from South Korea She got the sauce And it's spicy You looking at the most fly Asians You got the sauce And it's spicy You rocking with the most fly Asians She got the sauce And it's spicy You looking at the most fly Asians You got the sauce and it's spicy You rocking with the most fly Asians 상식 밖인 소리들과 가식 박힌 고정관들 뚫어 건 내 반칙 감히 내 걱정을 하다니 이젠 웃기지도 않지 간식조차 없는 판치는 니들 잔치 spice on em Energy Power Chemistry Energy Power Chemistry Energy Power Chemistry Energy Power Chemistry She got the sauce And it's spicy You looking at the most fly Asians You got the sauce and it's spicy You rocking with the most fly Asians She got the sauce And it's spicy You looking at the most fly Asians You got the sauce and it's spicy You rocking with the most fly Asians,"17,517",2021,CL,SPICY,F# Minor,11A,179,3:15,42,71,48.0,72,1.0,0.0,39.0,27.0,-7 dB,2021.0,0
91,로키드 (Lokid) 칵테일 사랑 (Feat. 유연),칵테일 사랑 (Feat. 유연),로키드 (Lokid),"댄스, 인디음악",마음 울적한 날엔 거리를 걸어보고 향기로운 칵테일에 취해도 보고 한 편의 시가 있는 전시회장도 가고 밤새도록 그리움에 편지 쓰고 파 땀이 쭉 나는 게 별로 그래도 나는 좋아 완벽한 그녀에게도 단점 있으니까 뜨겁게 걸러내진 햇빛에 프리지아 향기가 찌들은 smell 다 중화시킬 거야 앞으로 직진 온 동네를 빙빙 구석구석 모두 너와 추억할래 매일 돌아다니지 바래다줄 거지 그럼 답장 정돈 조금 느긋해도 되지 나는 아직 순수함을 느끼고프니까 어느 작은 우체국 앞 계단 앉아 믿어 you and I 이만큼이나 너를 향하고 있어 기다려 네 연락 마음 울적한 날엔 거리를 걸어보고 향기로운 칵테일에 취해도 보고 한 편의 시가 있는 전시회장도 가고 밤새도록 그리움에 편지 쓰고 파 손 이쁜 너와 너무나도 어울린 연주 그건 우리 둘의 harmony 그리운 사랑 위해서 목 놓아 울었지 혼자 맞은 깊은 밤의 슬픈 lullaby 그러다 잠이 들고 난 또 널 떠올려 babe 그 멜로디 이름 속에 우리 사랑 협주곡 ya 다른 건 다 치워 너와 나로 채워 다시 say I love you 반복은 없어 이번엔 반드시 너를 잡겠어 내 진심을 담은 편지 전해줘 해가 뜨면 다시 마주할 슬픔은 괜찮아 I’m alright right 우린 날아갈 수 있어 하늘로 마음 울적한 날엔 거리를 걸어보고 향기로운 칵테일에 취해도 보고 한편의 시가 있는 전시회장도 가고 밤새도록 그리움에 편지 쓰고 파 마음 울적한 날엔 거리를 걸어보고 향기로운 칵테일에 취해도 보고 한편의 시가 있는 전시회장도 가고 밤새도록 그리움에 편지 쓰고 파,"3,540",2021,"Lokid, Uyeon",Cocktail Love (feat. Uyeon),E♭ Major,5B,184,3:23,32,80,67.0,76,40.0,0.0,8.0,14.0,-5 dB,2021.0,0
92,브레이브걸스 술버릇 (운전만해 그후),술버릇 (운전만해 그후),브레이브걸스,댄스,술 취해 눌러버린 전화번호 실수로 눌러버린 통화 버튼 기억이 나지 않아 내 술버릇 눈뜨면 또다시 후회뿐인 내 맘 막막했던 그날 그 차 안 말이 없던 우리 사이보다 좀 더 멀어진 것만 같아 아픈 내 맘 왜 몰라 Told you that I need your love Boy I'm still in love with you  이렇게 L-O-V-E 너를 못 잊어 이별이 아직 내겐 익숙하지 않아 Boy L-O-V-E 너를 기억해 아직도 내 머린 너에게 달려가 내 술버릇 술버릇 술버릇 술버릇 술버릇  우린 끝난 거잖아 나도 알고 있단 말야 But how can I forget all the days & nights we've had 넘 나빴어 넌 네가 없으면 힘든 날 알면서도 부재중 So long  수많은 Missed call means I miss you boy I wanna see you 네 Phone을 계속 울리며 나도 울어 I cry 안 받을 걸 알며 또 기대란 걸 하며 No 내 손은 이미 Hittin' your number  이렇게 L-O-V-E 너를 못 잊어 이별이 아직 내겐 익숙하지 않아 Boy L-O-V-E 너를 기억해 아직도 내 머린 너에게 달려가 내 술버릇 술버릇 술버릇 술버릇 술버릇  네가 싫어할까 수백 번 망설인 Phone call 알콜이란 힘을 빌려 다시 한번 울려 너의 Phone 내 버릇 알면서도 So cold 모르는 척 받아주면 안 되니 I'm not drunk just a little tipsy 술버릇 아니 너를 잊지 못한 나의 버릇,"49,277",2021,Brave Girls,After We Ride,F Major,7B,119,3:22,36,91,55.0,39,3.0,0.0,10.0,7.0,-3 dB,2021.0,0
93,Seori Dive with you (feat. eaJ),Dive with you (feat. eaJ),Seori,R&B/Soul,I'm ready for the dive tonight 그래 아마 다이너마이트 이미 버렸어 나침반 앞만 보고 달려 너와 나 난 너에게만 헤픈 애 기억을 새긴 매트리스에 꿈처럼 뛰어들 때 Then we can be free from lies lies Day or night 빛나던 Ride or die 부서질 듯 너를 안으며 돌아보지 않고 달리면 다 줄게 매일이 너와 나의 그림 We are someone in the highlight 우리 둘만의 파라다이스 이 끝에 몸을 던져 더 터질 듯 안아줘 You are the summer of my life 두 눈에 너만 채울게 이건 우리의 드라마 이 순간을 담아 Everyday I dive with you Everyday I dive with you Everyday I dive with you Everyday I dive with you 좀 더 빨리 oh 이 시간 끝에 너는 아름다우니 Don't worry bout all The heartache oh 너와 함께 있어 이곳은 빛나 더 하늘에 닿으면 세상을 가진 것처럼 Day or night 빛나던 Ride or die 부서질 듯 너를 안으며 돌아보지 않고 달리면 다 줄게 매일이 너와 나의 그림 We are someone in the highlight 우리 둘만의 파라다이스 이 끝에 몸을 던져 더 터질 듯 안아줘 You are the summer of my life 두 눈에 너만 채울게 이건 우리의 드라마 이 순간을 담아 마음에 말을 해 다 잃어도 돼 차가움 속에 아파진대도 우리로 쓰여진 이 하나만 남는다면 난 또다시 뛰어들거야 oh oh We are someone in the highlight 우리 둘만의 파라다이스 이 끝에 몸을 던져 더 터질 듯 안아줘 You are the summer of my life 두 눈에 너만 채울게 이건 우리의 드라마 이 순간을 담아 Everyday I dive with you Everyday I dive with you Everyday I dive with you Everyday I dive with you,"24,268",2021,"Seori, eaJ",Dive with you (feat. eaJ),C Major,8B,94,3:38,53,67,72.0,54,10.0,0.0,9.0,15.0,-6 dB,2021.0,0
94,LUCY 동문서답,동문서답,LUCY,록/메탈,조심스레 물어봐도 대답 없는 너 표정만 봐도 시간이 더 필요한 건지 도시의 야경 빛 위에 너와 나 그렇게 얼굴을 붉히고 어쩔 줄 몰라하는 모습마저 예쁜걸 나도 나름 용기를 내서 다가간 거라고 제자릴 도는 저 회전목마처럼 너는 또다시 내가 한 말을 돌리고 다른 말을 하잖아 어쩌면 네가 말하지 않아도 알 수 있지만 듣고 싶나 봐 너 입으로 듣고 싶어서 언젠가 너의 마음이 날 향할 때 말해도 돼 점점 커져가는 우리 마음만 그대로라면 욕심인가 봐 사랑하는 만큼 사랑받고 싶어 너 맘을 알려줘 그렇게 얼굴을 붉히고 어쩔 줄 몰라하는 모습마저 예쁜걸 나도 나름 용기를 내서 다가간 거라고 제자릴 도는 저 회전목마처럼 너는 또다시 내가 한 말을 돌리고 다른 말을 하잖아 너의 숨긴 마음 알아 알아도 말이 없으면 난 도저히 알 수가 없는걸 널 향한 나의 마음 반의반이라도 나와 같을까 어쩌면 내 맘보다 너의 맘이 더 클지 몰라 난 기다릴게 내 마음은 변하지 않아 언젠가 너의 마음이 날 향할 때 말해도 돼 점점 커져가는 우리 마음만 그대로라면,"66,772",2021,LUCY,Irrelevant Answer,B Major,1B,95,2:56,35,84,50.0,58,3.0,0.0,13.0,7.0,-3 dB,2021.0,0
95,정경호 회상,회상,정경호,"발라드, 국내드라마",길을 걸었지 누군가 옆에 있다고 느꼈을 때 나는 알아 버렸네 이미 그대 떠난 후라는 걸 나는 혼자 걷고 있던 거지 갑자기 바람이 차가와지네 마음은 얼고 나는 그곳에 서서 조금도 움직일 수 없었지 마치 얼어 버린 사람처럼 나는 놀라 서 있던 거지 달빛이 숨어 흐느끼고 있네 우 떠나 버린 그 사람 우 생각나네 우 돌아선 그 사람 우 생각나네 묻지 않았지 왜 나를 떠나느냐고 하지만 마음 너무 아팠네 이미 그대 돌아서 있는 걸 혼자 어쩔 수 없었지 미운 건 오히려 나였어 우 떠나 버린 그 사람 우 생각나네 우 돌아선 그 사람 우 생각나네 묻지 않았지 왜 나를 떠나느냐고 하지만 마음 너무 아팠네 이미 그대 돌아서 있는 걸 혼자 어쩔 수 없었지 미운 건 오히려 나였어 미운 건 오히려 나였어,"1,828",2021,Jung Kyung Ho,Reminiscence,C# Major,3B,127,3:56,44,18,45.0,21,78.0,0.0,11.0,3.0,-11 dB,2021.0,0
96,slchld you won\’t be there for me,you won’t be there for me,slchld,R&B/Soul,it's hard to understand me but I keep my own boundaries why won't they do same I'm tired of being the nice guy I know I shouldn't be the one complaining right now I'm the one who did this to myself I hope you know that I'm going crazy I honestly don't know how much I can take will you be there for me when I'm feeling down with the way that you're treating me I honestly don't know I hope you know that I'm going crazy I honestly don't know how much I can take you won't be there for me that much I know I learned that the hard way hard way to say goodbye hope you know I held it in as much as I could do I won't hold back these tears tonight all alone to myself I hope you know that I'm going crazy I honestly don't know how much I can take will you be there for me when I'm feeling down with the way that you're treating me I honestly don't know I hope you know that I'm going crazy I honestly don't know how much I can take you won't be there for me I know too well no worries I'll be gone before you know it know it know it know it I hope you know that I'm crazy,"8,112",2021,slchld,you won't be there for me,D Minor,7A,95,3:03,63,30,78.0,64,22.0,0.0,11.0,3.0,-6 dB,2021.0,0
97,다비치 사진을 보다가,사진을 보다가,다비치,발라드,사진을 보다가 반쪽을 찢었어 지금 우리처럼 반쪽을 찢었어 나 남들처럼 그렇게 널 잊고 싶어서 사진을 찢어버렸어 편지를 보다가 반쪽을 찢었어 거울을 보다가 눈물이 비쳐서 한참을 울었어 난 눈물로 널 잊고 싶어서 그래 잊고 싶어서 편지를 찢었어 나 혼자서도 잘해 낼 거라고 난 너 없이도 잘해 낼 수 있을 거라고 만약 네가 딴사람 만나면 행복을 빌어줄 거라고 난 너 없이도 잘해 낼 거라고 난 습관처럼 눈물 흘리진 않는다고 내 손 위에 찢겨진 두 장 중에 한 장을 태웠어 사진을 보다가 사랑을 하다가 반쪽을 잃었어 사랑을 하다가 나 혼자 남았어 한참을 울었어 난 눈물로 널 잊고 싶어서 그래 잊고 싶어서 편지를 찢었어 혼자서도 잘해 낼 거라고 난 너 없이도 잘해 낼 수 있을 거라고 만약 네가 딴사람 만나면 행복을 빌어줄 거라고 난 너 없이도 잘해 낼 거라고 난 습관처럼 눈물 흘리진 않는다고 사진 속 멈춰진 시간 그 모든 순간 찢겨진 너와 나의 기억과 그 아름다운 추억 모두 다 빛바랜 기억 속에 사진을 보다가 이젠 난 너 없이도 잘해 낼 거라고 난 습관처럼 눈물 흘리지 않는다고 이렇게 다짐하지만 잠시 나도 모르게 어느새 널 기다려 항상 웃고 있는 너의 사진을 보다가,"112,586",2021,DAVICHI,Looking at the Photo,F# Major,2B,79,4:39,4,35,30.0,35,82.0,0.0,9.0,3.0,-6 dB,2021.0,0
98,이영지 HATE ME (Feat. 유라 (youra)) (Prod. WOOGIE),HATE ME (Feat. 유라 (youra)) (Prod. WOOGIE),이영지,랩/힙합,You don’t really hate me do you So tell me what you hate about me Tell me anything 나는 네게 도망쳐본다 이 속을 비집어 드러낸다 All the things she said Running through my head Baby we ain't never going back 오늘 같은 날에는 바람에 기대 I will move your body to my side 같이 나누자 벅참 Oh you can hold my hand if you need You don't need to upset for all the things I've got 아득해 보이는 미래도 그리 멀지만은 않아 So 파란만장 우리네 삶 i'll eat it 너의 아둔함까지 다 덮어두고 떠나자 Don't say anything 챙겨 비자 Like where do we go oh no Paint all these thoughts turn to the rainbow Go go 더 low 한 기분으로 맞이하는 내일 아침도 사랑을 해볼게 더 많이 I think we might be going on the right way When we going through all those shitty day I guess I don't need We don't need that 지난날들의 비애 Our life is smooth like a butter You don’t really hate me do you So tell me what you hate about me Tell me anything 나는 네게 도망쳐본다 이 속을 비집어 드러낸다 All the things she said Running through my head Nothing’s wrong maybe Focus on what we got Can’t stop us While we blow up 동떨어진 비관 Look at my drip 흘러 낙관 icy Then I gotta keep it right 이기적 행보 지탄받아도 무리 없이 전부 own it Nothing wrong with us 손 떼 과거로부터 You don’t need to hold your hate 너의 삶을 위해 더 모험해 절대적 가치를 믿어 always 두렵기에 우린 언제나 만들어 new wave Yeah I got all your mind So tell me what is right You don’t really hate me Do you So hold my hand tightly We ain’t never lose 더 늦어지기 전에 We gotta move 더 move Yeah I got all your mind So tell me what is right You don’t really hate me Do you So hold my hand tightly We ain’t never lose 더 늦어지기 전에 We gotta move 더 move You don’t really hate me do you So tell me what you hate about me Tell me anything 나는 네게 도망쳐본다 이 속을 비집어 드러낸다 All the things she said Running through my head,"48,525",2021,"Lee Young Ji, 유라(youra)",HATE ME (feat. youra) (prod. WOOGIE),A♭ Major,4B,92,3:09,43,72,77.0,58,55.0,0.0,30.0,7.0,-5 dB,2021.0,0
99,실리카겔 Desert Eagle,Desert Eagle,실리카겔,"인디음악, 록/메탈",대지에 씨를 뿌리고 밤이 오면 낙타와 길을 헤매고 말하지 못한 비밀과 잠에 들면 사막에 빛이 내려와 섬광 섬광 북극에서 떠오른 섬광 오 음악 없는 나라로 죽은 분들의 세계로 we love for the end desert we march for the end desert evolving to be safe you and i dive into the time desert 기계와 친구가 되는 공장에서 신비한 힘을 느끼고 이 사막에서 꼭 살아남자 마지막 행복을 위해 섬광 섬광 북극에서 떠오른 섬광 오 벼락치는 나라로 유아독존의 세계로 we love for the end desert we march for the end desert evolving to be safe you and i dive into the time desert,"26,477",2021,Silica Gel,Desert Eagle,A Minor,8A,159,5:10,48,51,23.0,32,0.0,2.0,27.0,4.0,-6 dB,2021.0,0
